"000A8E27-3DA7-4D49-961B-1C29A5447122";"Heeft de deelnemer op dit moment last van verwardheid of verminderd bewustzijn?"
"000B26CE-74B6-4016-92D9-8218B71213B1";"Heeft u momenteel betaald werk?"
"00112483-E9DB-4E00-8BE0-14356EDD2033";"Feeling down, depressed, or hopeless"
"001B7530-FE5C-4EEE-849C-9E028F3D2070";"Op welke datum heeft de deelnemer voor het laatst oorpijn ervaren?"
"00274AA7-DAD3-4491-9749-8A4E1F01C755";"Mijn gezondheid is uitstekend"
"002ABFB4-802D-44A8-81D5-448147527D15";"Is deze persoon overleden aan de gevolgen van COVID-19?"
"0039075C-5517-460A-A793-8C7115AAB726";"Heeft de deelnemer last (gehad) van huiduitslag sinds de start van de covid-klachten?"
"00488984-0ABD-42ED-9D0D-D9684D6B962F";"Nasal-pharyngeale swab"
"00924BA6-5763-4051-9CAF-9B39657AD10A";"Sinds het vorige bezoek en nu, welke mate van piepen tijdens de ademhaling heeft de deelnemer maximaal ervaren?"
"00954119-CD5E-49D0-9983-58F963D28053";"Keelpijn"
"00957376-9280-436B-BD86-B2DE09110F3B";"New or recurrent sore throat"
"00A11DFD-6659-4204-B9A8-22C5AEC677B1";"Loss of taste at baseline, no loss of taste now"
"00AD3518-14E1-427C-AF91-1C1AC0CBBA47";"Heeft de deelnemer opnieuw last van diarree gekregen na het vorige bezoek?"
"00C54FA8-1431-4E43-96B5-B4DB5D24B08F";"FiO2?"
"00CE2905-A089-4C50-BC6C-1E523FC36380";"Meningitis / encephalitis"
"00DA7A6D-C94F-4555-AEF3-45C9807DE9FB";"Uw partner en u gingen uit elkaar."
"00E40745-EA13-44ED-B866-B2BF30106C82";"Heeft u momenteel last van één van de volgende verschijnselen?"
"00EBDC83-B904-46FD-BF7C-5FB027F5239C";"Pre-Ventolin % van voorspeld"
"00F19778-D08F-4B9D-9DCB-0D0A10F211A7";"Hoeveel weken heeft u hulp bij de verzorging van uzelf gehad? (*Tel alle weken in de afgelopen 3 maanden bij elkaar op. Let op: een periode van 3 maanden telt 13 weken*)"
"00F56C7F-39A6-4089-BE9A-4034A8B7CD90";"Serum (STOL) afgenomen?"
"010F0BDF-18E7-4839-A2CA-851B666C88E4";"Namelijk:"
"011E8B9C-2DF7-4488-AE5F-1C202E150A5F";"FEV1 post-Ventolin"
"012C96BB-F376-452A-8894-A030CFC74CE3";"If your household consist of more than 6 persons please fill out the eldest"
"013963CB-10F4-4792-B9F6-29A6933DC00E";"Klik voor elk monster aan of het afgenomen is of niet"
"01423959-BD4A-4B64-9EDE-296174540C27";"Wat voor stollingstoornis / intravasculaire stolling"
"01442453-9A97-417D-966D-8ABBD5F311B1";"Bij welke soorten dokters bent u op afspraak bij de polikliniek van het ziekenhuisgeweest."
"0144BC2D-8A81-49C5-A607-C637B3F7438E";"Datum van beoordeling"
"014BA886-D9FA-47CA-9EB2-04524F3A3C39";"Musculoskeletal"
"015C55E6-F1FE-4F51-BB2E-CDDA6ACD0D78";"Namelijk:"
"015E74B7-1A30-4A0D-AA26-E28BD7D7E751";"Sinds het vorige bezoek en nu, welke mate van gewrichtspijn heeft de deelnemer maximaal ervaren?"
"016B1144-5FAB-47E6-8F59-E1D09069BE71";"I try to look at the situation from an objective perspective."
"018AA8F9-9FFB-4B76-B1D2-E4DC01B66EF6";"Heeft de deelnemer last (gehad) van pijn op de borst sinds de start van de covid-klachten?"
"01989035-6097-41C1-A26F-2EE8980E741E";"Gedaan te hebben waartoe u volgens uzelf in staat bent"
"0199E5C5-A49E-4622-A0BD-4DF486BD9FA0";"Regelmatig terugkerende, onaangename dromen over de stressvolle gebeurtenis?"
"01B8EE15-A13A-427A-946D-0466C3CE0649";"Sinds het vorige bezoek en nu, welke mate van reukverlies heeft de deelnemer maximaal ervaren?"
"01BE8C8F-825F-4BED-99D7-4806AE7C31BB";"I tend to overdo things and then rest up for a while"
"01BFCA3B-0785-4AD0-9129-A980175FC1F1";"New or recurrent loss of appetite"
"01C66012-6D91-4C51-84CB-71245BB168CD";"Op welke datum heet de deelnemer voor het laatst verminderde eetlust ervaren?"
"01CAC660-02BA-4B32-92D6-448F0A975D83";"De volgende vraag  gaat over hoe vaak u het huis uit bent geweest voor iedere bovenstaande rede. Als u het precieze aantal niet weet, probeer dan het aantal in te schatten. In de afgelopen 7 dagen (1 week), hoe vaak bent u uit huis gegaan:"
"01D2F019-9CCD-4857-86C0-16C092D5AE05";"Pre-Ventolin"
"01F81332-06DE-4AFD-A8B2-91AEDC3EEAB6";"Naam van de medicatie"
"0214C569-B6DB-48B6-9D25-9F3F49CC18EC";"Welke mate van diarree  heeft  de deelnemer maximaal ervaren?"
"023C4482-DC91-4EDB-A180-B0C71B9E7EC3";"Sinds het vorige bezoek en nu, welke mate van piepen tijdens de ademhaling heeft de deelnemer maximaal ervaren?"
"025F0C12-5F96-4861-99AA-151EA77312ED";"Heeft de deelnemer op dit moment last van een loopneus of een verstopte neus?"
"027F1EE8-102F-48B6-ABF5-03BEFCB37E84";"Temperatuur gemeten anders"
"0281D1CB-B1A9-4C0E-8FCF-F4B02C8D6CBB";"Op welke datum heeft de deelnemer voor het laatst spierpijn ervaren?"
"028ECEAF-3DC2-4E81-8396-9C46463AFD65";"Hoest(te) de deelnemer slijm (sputum) op?"
"02B9AEF9-2AA2-442F-8E6F-9597CE0A11E5";"Other:"
"02C32292-4EA8-4209-A929-4AC74C24CD27";"Specificeer de matig tot ernstige leverziekte"
"02C940D1-4DE1-47A9-B345-774C04569E83";"Op welke datum heeft de deelnemer voor het laatst verminderde eetlust ervaren?"
"02D87745-04B6-42DF-9FCD-B61B70F9B8B7";"Aantal dagen"
"02FC47B4-3272-4FBB-B889-D952019B3A5C";"Is antwoord consistent?"
"03013CA7-AB59-49C8-9B70-AF6A75F6FEEE";"Overige redenen"
"0315ACEF-17A4-4206-8CCF-4221D5549DAB";"Datum eerste positieve bloedkweek"
"031E61A1-8ED5-4313-8705-7A43EAC9827F";"Diabetes zonder complicaties"
"0321E986-4043-4B86-94C6-E2E26850E465";"Heeft de deelnemer op dit moment last van oorpijn?"
"032611B3-B6BA-48D7-A5A7-74C36EA89751";"How many appointments did you have with your GP *in the past 3 months*?"
"033086EE-B48D-427E-AFE6-C7EA308AA5FB";"In een supermarkt niet kunnen vinden wat u zoekt terwijl het er wel is"
"0359CAE1-810B-41C7-A5CE-9980E9F01DDF";"Currently employed"
"036906AE-A01F-44F5-A62A-CD860FDFFE44";"Ik zou lichamelijke inspanning moeten vermijden wanneer ik klachten  heb."
"0376EF29-11A4-4AF1-A65A-0E714C24D980";"Sterke, negatieve gevoelens ervaren zoals angst, afschuw, boosheid, schuld of schaamte?"
"03804944-3D73-444F-AC10-779775958E9D";"Waar is de COVID-19 diagnose voor het eerst gesteld?"
"039685CB-DB5D-4CB1-9899-F6B6B6259140";"FEV1 % van voorspeld pre-Ventolin"
