"E59F01F2-18FA-4016-BBF8-DC032C20ADCE";"No"
"E5A186DE-76A9-4164-947A-08D3CA7EF107";"Politie en brandweer"
"E5CC26FE-5986-4F19-BC70-C00EFFAF167D";"GGD Amsterdam"
"E60ED02A-7D94-4DF7-93EE-A64E9BB73FA7";"Meestal"
"E61AB2C5-A4AE-49D6-91A5-880739B0C4C6";"Tussen 1301 en 1700 euro"
"E625260D-7503-44B6-B85A-5C04923BF9D8";"1 (No)"
"E6277A36-DB95-4879-85E0-50DECBF01F5D";"Amsterdam UMC locatie VUmc"
"E67490D0-1FC9-406F-BDF5-F88A9B95469D";"Transfer to rehabilitation unit"
"E6832B0F-A02F-424B-9DDA-1215115350F8";"Physiotherapist (or Caesar therapist, therapist Mensendieck or a manual therapist)"
"E68AD1FC-4187-4BEA-9BE5-3262B03FEB6C";"Comoros"
"E69691E8-44C7-4144-8952-EA528CBF9BB4";"Toxic cardiomyopathy by  alcohol abuses"
"E69DA3E2-353B-4CD9-A2C5-76D1826E5E67";"Kyrgyzstan"
"E6A22740-9C89-4B83-9B4D-C1D868F0A4C4";"mmol/L"
"E6AEBA1A-D4E9-4EFB-8683-9DCD7C3C82CF";"Belgium"
"E6B2C755-A22F-4638-A965-AD38B6C5315A";"Influenza A"
"E6DE2D07-6BEE-4B2C-99FA-A3E0DA93AA6B";"Canada"
"E6E59D1B-272F-4B45-AA2C-80757470BE46";"I have been doing different work than before"
"E70BD22E-3417-464C-8F93-E606A13858BC";"Cyprus"
"E71A2071-2991-4674-93A7-BD281D92C50D";"Hypertensive cardiomyopathy"
"E75082E2-C55A-4E9A-AE71-DC233BE6D0EB";"Fluconazol"
"E75A4466-A580-4B84-85B1-2BD19C609BC3";"Primary school or elementary school"
"E791E9F3-4F62-4ABA-96F0-4DFEC41E50AE";"Disagree"
"E7BA1486-7D34-4ACA-B73F-97C9F59077A5";"Turkish"
"E7FB7AAA-1B5F-40E0-A2DB-D989F939F8B0";"Om uw medicatie op te halen of uw dokter te bezoeken"
"E81C577D-7249-4D22-9499-C0D3AA1E8E60";"Overig kenniswerk (manager, onderzoeker, accountant etc.)"
"E81D9233-7D29-4D1B-8A75-878CBC5C46DA";"Altijd"
"E849F55A-BD8B-4580-AF77-95CA81E1CFC8";"Slovenia"
"E899E962-27FB-4FF2-92AA-D7806D878EA1";"Honduras"
"E89D199D-D624-4E26-BE7C-56D1800A7237";"Cardiac complaints"
"E8A0D613-9511-4F01-B4B4-A342E5E61838";"Mavo, mulo, ivo of vmbo"
"E8A13901-BA0F-413F-A905-9C93D4C13076";"Day care treatment in the hospital"
"E8C5B56D-B9AA-4DE5-926F-FB83ABFF836B";"Yes, limited a lot"
"E8EE69D9-6F8A-45B3-9F5D-F36508E62087";"Arabisch"
"E9449829-FDCB-4423-93AB-9E8F33F22579";"Peripartum cardiomyopathy"
"E95F3514-73B0-49B8-89B8-47BA9C5EF53B";"None"
"E9820C77-05D9-4F8F-B4C6-77E58FF3E2C7";"Henoch Schonlein Purpura/ IgA vasculitis"
"EA12F167-3749-4929-B0DE-F740CFB764ED";"Helemaal niet"
"EA1AAD9F-0B16-47BD-9F1F-F883BCEA25D9";"Homeopath, acupuncturist"
"EA25750D-FB52-4EFB-9B0E-5B8FB0666691";"Vietnam"
"EA28EC8D-72B6-424F-A8B1-276489A70087";"Nigeria"
"EA35A1AC-7DEF-4DF9-9356-CF61B1B689B3";"Unknown"
"EA3C59C8-A477-4265-AE08-4E6B47CBA38E";"Oral low* dose steroids (e.g. prednisone)"
"EA4D3CD1-50CD-4AF0-8346-4B21301029DB";"Betamethason"
"EA97FDD2-164C-4FB7-AAFF-212B6B3C4562";"Isoprenaline infusion"
"EABF36AC-5592-40BB-9330-26A354288813";"Pulmonary Embolism"
"EAF7A083-CC0D-4BA2-8967-7DE8F8599232";"ZZP’er / eigen bedrijf"
"EB1B5C92-4673-40E0-8654-BEC95A5587D4";"Diëtist"
"EB4DF419-FDA1-4EF0-8EDB-CBA1DD129D50";"Manegement"
"EB74A132-3E9C-4C94-8FED-B023B73E510E";"Voriconazol"
"EB7C46AE-3C26-48A7-AC59-E256F9E7BC2A";"No, I used to smoke but I have stopped"
"EB7CFE4E-CA1D-40BD-8133-F559BB0DA5D7";"Palestine"
"EBA37AC5-9CD6-4010-AD38-6E56D031AD79";"II"
"EBB1A546-6DF6-498E-ACAA-618B56AC566D";"Sitting"
"EBB38946-73D9-44C3-BE4D-9921EAFE71CB";"Chronic use"
"EBBAB262-3A25-4A3B-9547-1BAED4FD4027";"Iceland"
"EBCEC2FB-43AD-45C2-9924-5BEC62A27652";"Dominica"
"EBFA2D15-754D-4CCA-B5EE-77B984EB7E43";"Valaciclovir"
"EC2C40D9-6CAD-4B55-B62B-9933D4BF52E5";"Nee, ik heb nooit gerookt"
"EC2D7292-7EEF-4D0A-BDBF-E1A5F4F514DD";"Moluccan"
"EC4DDFDC-61E5-4852-8C47-84BA2BEDD8B5";"Het gevoel gehad dat u voortdurend op uw hoede, waakzaam of schrikachtig was?"
"EC57BB2B-B8C7-432C-AEB7-8F20F02F5DCA";"Anders"
"ECD04F23-161B-42F7-BA4D-9FFF30433E2C";"Geen"
"ECD0D642-4B39-4381-B5FD-93DA5E3ED625";"Singapore"
"ED31C2EA-787C-43E5-9524-24BC4DE88D35";"Antigua and Barbuda"
"ED43A59C-846F-4C32-81DF-FED859DEDB9F";"(hydroxy)Chloroquine"
"ED596426-4284-41C6-BDDF-3BB0DE35171C";"Besloten om te stoppen met de studie"
"ED5C4845-F2F8-4657-A947-79F5DEB6B620";"Other"
"ED652F62-D382-4C8D-A431-F532698FD76B";"Anders"
"ED6AB5EA-70FB-4857-B07E-F2B2874DA802";"Heel erg bang"
"ED77B228-5027-4108-8EED-5A628F885977";"NSAID"
"EDA04E47-117E-49B1-804A-411C73C96D01";"Soms"
"EDB7726D-83A4-43E3-AD1B-058C6937691D";"nmol/L"
"EDCB0DFF-F12C-4929-B966-890E71D49C1C";"helemaal niet toegenomen"
"EDD3E773-3A76-493D-883A-D6C045D0C094";"Surinaams (Chinees/Javaans/anders)"
"EDD76EA7-0C80-412E-9E2D-4CDA271A2D44";"Betaald werk met dienstverband"
"EDFD4D2D-EA7E-4939-9FB3-B1DB351EADDF";"Right"
"EDFE43D6-78C8-4F92-9E0F-C3A50B00E83A";"United Kingdom"
"EE0CEDD9-FC21-4D37-9EB9-325AF09754A4";"Ectopic atrial tachycardia"
"EE14B45D-E34E-4382-815C-C404EA6692A5";"In de zorg"
"EE2609A1-8432-4AC1-9BA2-9E0AC28AD70B";"Niet opgenomen in het ziekenhuis, maar in verpleeghuis / revalidatiecentrum"
"EE3FAAEE-BA23-4301-BBA9-A9D3729226FF";"Spain"
"EF096B05-2514-4B6C-947A-FB04AD9E6EEC";"Ziekenhuisafdeling"
"EF52B397-620B-4542-8D38-54270FF1F33C";"Nee"
"EF55D622-4FEE-4D72-BFBB-272110C68A98";"Escherichia coli"
"EF665A3C-87EE-4136-BA9E-5813212F193F";"Om een uitvaart (crematie/begrafenis) bij te wonen"
"EF705AFB-D343-4A9C-A2EC-67F10253878B";"Speech therapist"
"EF724A71-0018-4C59-8AA0-B936FACE2A9D";"Amsterdam UMC locatie AMC"
"EF7AC261-4736-4136-8CC6-E0B2D9DCB635";"Occupational therapist"
"EFA3A079-894F-4D6D-9525-874C68DEAB6E";"Afghanistan"
"EFB75BB5-15ED-4C41-B38F-2BB955BF6C1A";"Nooit"
"EFC92F12-FE98-4364-9E29-73ED3E974FAA";"Tuvalu"
"EFD34B50-3BC9-4426-9095-21F74D7A8E5C";"Social worker"
"EFD930B9-CC97-416F-B8FA-4DD61E46C75C";"Schimmel"
"F000ACDB-42BA-41B0-8F04-AB7AF8463770";"Ja"
"F00739DF-D057-4E7A-A856-F2F67A08568A";"Poor"
"F01541BA-A8EF-4743-8104-EEB4E994369D";"Chad"
"F01C5977-8A88-41D6-8511-ED225B9E8B6B";"Ergotherapeut"
